CaseID,DateCert,DateArgument,DateDecision,TimePeriod,CaseName,CaseSummary,IssueArea
2002040,,2003-02-24,2003-04-07,2000_2018,"Pacificare Health Systems, Inc., Et Al. V. Jeffrey Book Et Al.",Judgment denying managed-health-care organizations' request to compel arbitration of the RICO claims was reversed and remanded where the application of the disputed language in the arbitration agreements to the physicians' RICO claims was in doubt.,EconomicActivity
2002041,,2002-12-11,2003-04-07,2000_2018,"State Farm Mutual Automobile Insurance Company V. Inez Preece Campbell And Matthew C. Barneck, Special Administrator And Personal Representative Of The Estate Of Curtis B. Campbell","Where insureds were awarded $ 1 million in compensatory damages for an insurer's bad faith refusal to settle meritorious claims against the insureds, a punitive damages award of $ 145 million was arbitrary and excessive, and thus unconstitutional.",EconomicActivity
2002049,,2003-03-03,2003-05-05,2000_2018,"Illinois Ex Rel. Lisa Madigan, Attorney General Of Illinois V. Telemarketing Associates, Inc., Et Al.","While fundraising corporations' failure to disclose the high percentage of donations retained as fundraising costs was protected by freedom of speech, the corporations could be liable for making misrepresentations of how donations would be used.",FirstAmendment
2002052,,2003-01-22,2003-05-19,2000_2018,"Pharmaceutical Research And Manufacturers Of America V. Peter E. Walsh, Acting Commissioner, Maine Department Of Human Services, Et Al.","In nonresident drug manufacturers association's challenge to Maine's Medicaid prescription drug program's prior authorization requirement, the association was not entitled to a preliminary injunction based upon preemption and Commerce Clause claims.",EconomicActivity
2002060,,2003-04-28,2003-05-27,2000_2018,The Black & Decker Disability Plan V. Kenneth L. Nord,The ERISA requirement for a full and fair consideration of a disability claim did not include any requirement that the opinions of treating physicians be given controlling weight under the treating physician rule applied in social security cases.,EconomicActivity
2002063,,2003-04-02,2003-06-02,2000_2018,Dastar Corporation V. Twentieth Century Fox Film Corporation Et Al.,"Where a producer marketed a video which copied a public domain television series, without acknowledging the series, the producer properly designated the origin of the tangible video product and was not required to identify the origin of the ideas.",EconomicActivity
2002066,,2003-04-22,2003-06-09,2000_2018,"Hillside Dairy Inc., A&a Dairy, L&s Dairy, And Milky Way Farms V. William J. Lyons, Jr., Secretary, California Department Of Food And Agriculture, Et Al.",Lower court erred in rejecting the out-of-state dairy producers' Commerce Clause challenge because the federal statute authorizing California's milk compositional and labeling laws did not expressly authorize its pricing and pooling laws.,EconomicActivity
2002068,,2003-04-21,2003-06-09,2000_2018,"Desert Palace, Inc., Dba Caesars Palace Hotel & Casino V. Catharina F. Costa","In an employee's Title VII sex discrimination suit, the employee did not need to present direct evidence of discrimination in order to obtain a mixed-motive jury instruction.",SexDiscrimination
2002069,,2003-04-29,2003-06-09,2000_2018,"Michael Fitzgerald, Treasurer Of Iowa V. Racing Association Of Central Iowa Et Al.","Judgment that found State's tax laws violated Equal Protection Clause was reversed and remanded where facts did not preclude an inference that reason for different tax rates was to help riverboat industry, and there was a rational basis for the laws.",EconomicActivity
2002072,,2003-04-30,2003-06-16,2000_2018,Virginia V. Kevin Lamont Hicks,"Decision that a housing development's trespass policy was unconstitutionally overbroad was reversed and remanded because the policy applied to everyone who entered the streets of the development, not just to those who sought to engage in expression.",FirstAmendment
2002073,,2003-03-26,2003-06-16,2000_2018,"William Overton, Director, Michigan Department Of Corrections, Et Al. V. Michelle Bazzetta Et Al.","State prison regulations restricting non-contact prisoner visitation from children and former inmates, and banning visits to prisoners with substance abuse violations, did not constitute denials of substantive due process or freedom of association.",FirstAmendment
2002074,,2003-03-25,2003-06-16,2000_2018,Federal Election Commission V. Christine Beaumont Et Al.,Ban on direct corporate contributions with regard to federal elections was properly applied to nonprofit advocacy corporation and did not unconstitutionally restrict the corporation's ability to engage in effective speech and political association.,FirstAmendment
2002076,,2003-03-05,2003-06-23,2000_2018,"United States, Et Al. V. American Library Association, Inc., Et Al.","Because public libraries' use of Internet filtering software did not violate patrons' First Amendment rights, the Children's Internet Protection Act did not induce libraries to violate the Constitution and was a valid exercise of spending power.",FirstAmendment
2002080,,2003-04-22,2003-06-23,2000_2018,"Green Tree Financial Corp., Nka Conseco Finance Corp. V. Lynn W. Bazzle Et Al., In A Representative Capacity On Behalf Of A Class And For All Others Similarly Situated, Et Al.","Where the question of whether arbitration contracts forbade class arbitration was a question for an arbitrator to decide, and the parties had not received an arbitrator's decision on that question, the judgment was vacated and remanded.",EconomicActivity
2002083,2002-12-02,2002-03-26,2003-06-26,2000_2018,John Geddes Lawrence And Tyron Garner V. Texas,A decision upholding a Texas statute that made it a crime for two persons of the same sex to engage in certain intimate sexual conduct was overruled because petitioners were entitled to respect for their private lives.,SexDiscrimination
2003006,2003-06-05,2003-09-08,2003-12-10,2000_2018,"Mitch Mcconnell, United States Senator, Et Al. V. Federal Election Commission, Et Al.",Restrictions on soft money contributions to political campaigns and on issue advertising did not facially violate the First Amendment; recordkeeping requirements concerning political advertising also were valid.,FirstAmendment
2003021,,2003-11-04,2004-01-13,2000_2018,Securities And Exchange Commission V. Charles E. Edwards,"A payphone sale-and-leaseback scheme promising a fixed rate of return rather than a variable return could be an investment contract, and thus a security, subject to the federal securities laws.",EconomicActivity
2003022,,2003-10-14,2004-01-13,2000_2018,"Verizon Communications Inc. V. Law Offices Of Curtis V. Trinko, Llp",A local telephone service customer's complaint alleging breach of the incumbent local exchange carrier's duty under the Telecommunications Act of 1996 to share its network with competitors failed to state a claim under the Sherman Act.,EconomicActivity
2003025,,2003-11-03,2004-01-14,2000_2018,Andrew J. Kontrick V. Robert A. Ryan,A bankruptcy debtor forfeited his right to challenge the timeliness of a creditor's admittedly untimely objection to discharge since the debtor did not raise the issue prior to a decision on the merits in the creditor's favor.,EconomicActivity
2003026,,2003-10-08,2004-01-21,2000_2018,Alaska Department Of Environmental Conservation V. Environmental Protection Agency Et Al.,"EPA had supervisory authority over the reasonableness of a state permitting agency's determination of best available air pollution control technology, and inconsistent findings of economic feasibility did not support the agency's determination.",EconomicActivity
2003030,,2003-11-04,2004-02-24,2000_2018,Jeff Groh V. Joseph R. Ramirez Et Al.,Lower court properly concluded that a warrant that failed to describe the type of evidence sought in a search of the individuals' home was unconstitutional and that the federal agent responsible for the search was not entitled to qualified immunity.,EconomicActivity
2003033,,2003-11-12,2004-02-24,2000_2018,"Olympic Airways V. Rubina Husain, Individually And As Personal Representative Of The Estate Of Abid M. Hanson, Deceased, Et Al.",Flight attendant's refusal to move passenger farther away from smoking section constituted an accident under the Warsaw Convention because it was an unusual or unexpected event and it was a link in the chain of causes that led to passenger's death.,EconomicActivity
2003035,,2003-12-02,2004-02-25,2000_2018,"Gary Locke, Governor Of Washington, Et Al. V. Joshua Davey","Prohibition against the use of state scholarship funds to pursue a theology degree was not unconstitutional since it was not hostile to religion, but rather reflected the state's substantial interest against the establishment of religion.",FirstAmendment
2003036,,2003-12-01,2004-02-25,2000_2018,United States Postal Service V. Flamingo Industries (Usa) Ltd. Et Al.,"The United States Postal Service was not subject to antitrust liability, because the United States was not a ""person"" under the Sherman Act, and the Postal Service was not a separate antitrust person from the United States.",EconomicActivity
